API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sat Aug 15 12:00:27 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1900-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2100-Jan-01 00:00:00.0000 UT      
Step-size       : 59040 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.260814.p261110                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-AUG-14. PREDICTS-> 2026-NOV-09
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************
 Date__(UT)__HR:MN           TDB-UT     ObsEcLon    ObsEcLat
************************************************************
$$SOE
 1976-Jul-23 00:00        47.183511   71.3547673  -2.6949611
 1976-Sep-02 00:00        47.182622  260.6037129   3.6488141
 1976-Oct-13 00:00        47.182376   71.7434436  -3.2780571
 1976-Nov-23 00:00        47.182919  260.0762795   3.8153570
 1977-Jan-03 00:00        48.183995   74.1260093  -3.4537958
 1977-Feb-13 00:00        48.185071  258.1209393   3.9865043
 1977-Mar-26 00:00        48.185623   73.9643513  -4.0168612
 1977-May-06 00:00        48.185393  260.1446126   4.3555951
 1977-Jun-16 00:00        48.184520   76.3553196  -4.0915030
 1977-Jul-27 00:00        48.183412  256.3425737   4.2720932
 1977-Sep-06 00:00        48.182573   77.5801417  -4.6001998
 1977-Oct-17 00:00        48.182410  259.8300666   4.7729371
 1977-Nov-27 00:00        48.183015   78.4630542  -4.5987402
 1978-Jan-07 00:00        49.184112  255.4984275   4.5594611
 1978-Feb-17 00:00        49.185158   80.6518377  -4.9729379
 1978-Mar-30 00:00        49.185631  257.3310683   5.0110796
 1978-May-10 00:00        49.185329   80.6520298  -4.9749324
 1978-Jun-20 00:00        49.184409  256.1614927   4.8258544
 1978-Jul-31 00:00        49.183305   83.3188705  -5.0904044
 1978-Sep-10 00:00        49.182526  255.1353070   5.1743777
 1978-Oct-21 00:00        49.182436   83.9601396  -5.2042521
 1978-Dec-01 00:00        49.183108  257.2906740   4.9882082
 1979-Jan-11 00:00        50.184228   84.8156398  -5.0423160
 1979-Feb-21 00:00        50.185238  253.6457810   5.2668365
 1979-Apr-03 00:00        50.185646   86.6889688  -5.1762229
 1979-May-14 00:00        50.185264  256.9543727   5.0441874
 1979-Jun-24 00:00        50.184299   86.1014988  -4.8652332
 1979-Aug-04 00:00        50.183201  254.5890420   5.2101387
 1979-Sep-14 00:00        50.182470   89.2440884  -4.9485214
 1979-Oct-25 00:00        50.182465  256.6837644   5.0276907
 1979-Dec-05 00:00        50.183203   87.7762711  -4.5487344
 1980-Jan-15 00:00        51.184342  256.3893557   4.9770435
 1980-Feb-25 00:00        51.185319   89.6943920  -4.5738729
 1980-Apr-06 00:00        51.185648  256.3372595   4.8749471
 1980-May-17 00:00        51.185197   89.5048528  -4.1088061
 1980-Jun-27 00:00        51.184186  258.6471073   4.5519648
 1980-Aug-07 00:00        51.183093   89.3329608  -4.1032241
 1980-Sep-17 00:00        51.182424  257.5895218   4.5943769
 1980-Oct-28 00:00        51.182496   91.7438558  -3.5576314
 1980-Dec-08 00:00        51.183302  260.5248593   3.9927001
 1981-Jan-18 00:00        51.184457   88.1716948  -3.5789458
 1981-Feb-28 00:00        51.185386  259.8511731   4.0500918
 1981-Apr-10 00:00        51.185646   91.4254408  -3.0110014
 1981-May-21 00:00        51.185121  261.7993229   3.3731593
 1981-Jul-01 00:00        52.184077   88.1918740  -2.9013913
 1981-Aug-11 00:00        52.182999  263.2504808   3.2769850
 1981-Sep-21 00:00        52.182380   90.1993261  -2.5415933
 1981-Nov-01 00:00        52.182532  263.7167516   2.6597132
 1981-Dec-12 00:00        52.183395   88.9420180  -2.1058744
 1982-Jan-22 00:00        52.184558  266.1119964   2.3557212
 1982-Mar-04 00:00        52.185448   87.1691647  -2.0930645
 1982-Apr-14 00:00        52.185633  266.2211496   1.7944357
 1982-May-25 00:00        52.185050   88.9758766  -1.3359719
 1982-Jul-05 00:00        53.183978  268.4035900   1.3688104
 1982-Aug-15 00:00        53.182912   85.3570295  -1.5593904
 1982-Sep-25 00:00        53.182351  269.7423160   0.8650271
 1982-Nov-05 00:00        53.182567   88.8063384  -0.5996869
 1982-Dec-16 00:00        53.183484  270.3695361   0.3551536
 1983-Jan-26 00:00        53.184657   84.1653182  -0.8930127
 1983-Mar-08 00:00        53.185500  272.7288872  -0.1388850
 1983-Apr-18 00:00        53.185621   86.3776276  -0.0309323
 1983-May-29 00:00        53.184973  272.4864651  -0.6811585
 1983-Jul-09 00:00        54.183877   85.2012411   0.0143064
 1983-Aug-19 00:00        54.182834  275.0131575  -1.0336917
 1983-Sep-29 00:00        54.182322   84.6745821   0.5159561
 1983-Nov-09 00:00        54.182612  275.4759306  -1.7318366
 1983-Dec-20 00:00        54.183576   86.4155597   0.9599168
 1984-Jan-30 00:00        54.184750  276.0654053  -1.8623570
 1984-Mar-11 00:00        54.185553   83.4295946   1.1615485
 1984-Apr-21 00:00        54.185598  277.9520025  -2.6686940
 1984-Jun-01 00:00        54.184895   86.6934900   1.8174350
 1984-Jul-12 00:00        54.183778  276.8218780  -2.6428199
 1984-Aug-22 00:00        54.182759   84.8189548   1.9181621
 1984-Oct-02 00:00        54.182315  280.0275234  -3.3916068
 1984-Nov-12 00:00        54.182665   87.0619801   2.6211325
 1984-Dec-23 00:00        54.183671  277.8064212  -3.3883853
 1985-Feb-02 00:00        54.184838   86.7477447   2.7209323
 1985-Mar-15 00:00        54.185586  279.9816920  -3.9179847
 1985-Apr-25 00:00        54.185567   87.2083890   3.3324302
 1985-Jun-05 00:00        54.184809  279.2144127  -4.0815254
 1985-Jul-16 00:00        55.183684   89.5249716   3.4854643
 1985-Aug-26 00:00        55.182704  278.8938939  -4.2376475
 1985-Oct-06 00:00        55.182319   88.9971615   4.0014071
 1985-Nov-16 00:00        55.182737  280.9776703  -4.6558541
 1985-Dec-27 00:00        55.183768   91.6610706   4.1097371
 1986-Feb-06 00:00        55.184914  277.1339924  -4.5071193
 1986-Mar-19 00:00        55.185610   91.4649646   4.5682458
 1986-Apr-29 00:00        55.185523  280.4823563  -4.9836978
 1986-Jun-09 00:00        55.184726   93.3408251   4.6116772
 1986-Jul-20 00:00        55.183595  276.7738255  -4.7481271
 1986-Aug-30 00:00        55.182650   95.1438764   4.9212732
 1986-Oct-10 00:00        55.182338  278.9898909  -5.1695396
 1986-Nov-20 00:00        55.182811   95.5514962   4.9944923
 1986-Dec-31 00:00        55.183870  277.1082799  -4.9263737
 1987-Feb-10 00:00        55.184994   97.9428677   5.0713526
 1987-Mar-23 00:00        55.185624  276.0309615  -5.2484436
 1987-May-03 00:00        55.185477   98.1559067   5.1914949
 1987-Jun-13 00:00        55.184635  277.5260996  -5.0223590
 1987-Jul-24 00:00        55.183503  100.3130903   5.0151522
 1987-Sep-03 00:00        55.182603  274.1485395  -5.2400587
 1987-Oct-14 00:00        55.182354  101.8410880   5.1861779
 1987-Nov-24 00:00        55.182901  277.5369169  -5.0235799
 1988-Jan-04 00:00        56.183984  102.0582570   4.8170106
 1988-Feb-14 00:00        56.185073  273.2362568  -5.1467421
 1988-Mar-26 00:00        56.185638  104.5705750   4.9177768
 1988-May-06 00:00        56.185412  275.8152380  -4.9461271
 1988-Jun-16 00:00        56.184531  104.0685669   4.4941466
 1988-Jul-27 00:00        56.183407  274.6967702  -4.8600477
 1988-Sep-06 00:00        56.182556  106.7397140   4.4633920
 1988-Oct-17 00:00        56.182389  274.5544430  -4.8206909
 1988-Nov-27 00:00        56.182997  106.8259452   4.0106942
 1989-Jan-07 00:00        56.184104  276.1940057  -4.4238561
 1989-Feb-17 00:00        56.185158  107.2083317   3.9151490
 1989-Mar-30 00:00        56.185639  274.0708655  -4.5189756
 1989-May-10 00:00        56.185342  108.9669647   3.4027940
 1989-Jun-20 00:00        56.184419  277.2603889  -3.8962378
 1989-Jul-31 00:00        56.183307  107.5849427   3.2553045
 1989-Sep-10 00:00        56.182517  275.7369351  -4.0215901
 1989-Oct-21 00:00        56.182421  110.8525402   2.7524342
 1989-Dec-01 00:00        56.183097  278.0601062  -3.2980460
 1990-Jan-11 00:00        57.184219  107.8194365   2.5179282
 1990-Feb-21 00:00        57.185232  278.0662543  -3.2762117
 1990-Apr-03 00:00        57.185644  110.0992861   2.1350133
 1990-May-14 00:00        57.185269  278.8528383  -2.6320127
 1990-Jun-24 00:00        57.184309  108.9525711   1.6656820
 1990-Aug-04 00:00        57.183210  281.1233602  -2.3355180
 1990-Sep-14 00:00        57.182473  108.6278057   1.5893150
 1990-Oct-25 00:00        57.182460  280.8373951  -1.8705754
 1990-Dec-05 00:00        57.183191  110.2841108   0.7749352
 1991-Jan-15 00:00        58.184330  283.3969957  -1.3397562
 1991-Feb-25 00:00        58.185309  106.1387538   1.0299332
 1991-Apr-07 00:00        58.185643  283.6207898  -0.9230152
 1991-May-18 00:00        58.185199  109.4741128   0.0694228
 1991-Jun-28 00:00        58.184196  285.3287006  -0.3291378
 1991-Aug-08 00:00        58.183105  105.5774932   0.2971741
 1991-Sep-18 00:00        58.182429  287.1864757   0.0524287
 1991-Oct-29 00:00        58.182491  108.0131443  -0.5121497
 1991-Dec-09 00:00        58.183292  287.4996379   0.7003245
 1992-Jan-19 00:00        58.184444  105.4255774  -0.5152556
 1992-Feb-29 00:00        58.185378  289.9152481   1.0470514
 1992-Apr-10 00:00        58.185643  104.8895956  -0.9954584
 1992-May-21 00:00        58.185121  290.1744782   1.7276779
 1992-Jul-01 00:00        59.184082  106.1717022  -1.4120625
 1992-Aug-11 00:00        59.183005  292.0169710   1.9414964
 1992-Sep-21 00:00        59.182385  103.2392980  -1.5040824
 1992-Nov-01 00:00        59.182533  293.5972014   2.6848098
 1992-Dec-12 00:00        59.183389  106.4346311  -2.2340675
 1993-Jan-22 00:00        59.184552  293.3753644   2.7655243
 1993-Mar-04 00:00        59.185442  102.4069753  -2.1390340
 1993-Apr-14 00:00        59.185626  296.1175169   3.4821578
 1993-May-25 00:00        59.185044  105.2360580  -2.8863869
 1993-Jul-05 00:00        60.183973  295.0915953   3.5599915
 1993-Aug-15 00:00        60.182914  104.2957507  -2.8861730
 1993-Sep-25 00:00        60.182357  297.7606491   4.0183025
 1993-Nov-05 00:00        60.182573  104.6684315  -3.4995017
 1993-Dec-16 00:00        60.183487  297.3111596   4.2713357
 1994-Jan-26 00:00        60.184652  106.0078121  -3.5835386
 1994-Mar-08 00:00        60.185492  297.7176244   4.4166418
 1994-Apr-18 00:00        60.185611  104.6533947  -4.0653677
 1994-May-29 00:00        60.184964  299.2523272   4.8073217
 1994-Jul-09 00:00        61.183871  107.7514788  -4.1923382
 1994-Aug-19 00:00        61.182833  297.4111587   4.6741180
 1994-Sep-29 00:00        61.182329  106.8094375  -4.5571351
 1994-Nov-09 00:00        61.182619  300.6859949   5.1441927
 1994-Dec-20 00:00        61.183577  109.0670867  -4.6653985
 1995-Jan-30 00:00        61.184746  296.9687584   4.8714572
 1995-Mar-12 00:00        61.185544  109.3779858  -4.9198053
 1995-Apr-22 00:00        61.185588  299.6352726   5.2649774
 1995-Jun-02 00:00        61.184888  110.3391929  -5.0118319
 1995-Jul-13 00:00        61.183773  297.9103310   5.0072529
 1995-Aug-23 00:00        61.182756  112.7848096  -5.0497282
 1995-Oct-03 00:00        61.182314  297.6561337   5.2599842
 1995-Nov-13 00:00        61.182666  112.7561921  -5.2251931
 1995-Dec-24 00:00        61.183673  298.8263618   5.0229381
 1996-Feb-03 00:00        62.184837  115.1429352  -5.0064306
 1996-Mar-15 00:00        62.185581  295.0199019   5.1921623
 1996-Apr-25 00:00        62.185562  115.6749331  -5.1980501
 1996-Jun-05 00:00        62.184802  298.3084332   4.9485687
 1996-Jul-16 00:00        62.183675  117.2700326  -4.8140500
 1996-Aug-26 00:00        62.182694  294.2715757   4.9941203
 1996-Oct-06 00:00        62.182311  119.4097361  -4.9267373
 1996-Nov-16 00:00        62.182734  296.8912272   4.8298959
 1996-Dec-27 00:00        62.183770  119.4263145  -4.4788837
 1997-Feb-06 00:00        62.184919  294.1185915   4.6918904
 1997-Mar-19 00:00        62.185611  121.9171088  -4.4389655
 1997-Apr-29 00:00        62.185519  294.2931973   4.6429478
 1997-Jun-09 00:00        62.184717  122.0665852  -3.9983364
 1997-Jul-20 00:00        63.183583  295.4131887   4.2204990
 1997-Aug-30 00:00        63.182640  123.8813269  -3.7944284
 1997-Oct-10 00:00        63.182328  292.8366810   4.3809795
 1997-Nov-20 00:00        63.182806  125.4110144  -3.3569054
 1997-Dec-31 00:00        63.183870  295.9329145   3.6804365
 1998-Feb-10 00:00        63.184993  124.7414029  -3.0821637
 1998-Mar-23 00:00        63.185623  292.6095491   3.9024144
 1998-May-03 00:00        63.185474  127.5220742  -2.6134758
 1998-Jun-13 00:00        63.184629  295.5644158   3.1421610
 1998-Jul-24 00:00        63.183498  126.1526503  -2.2470702
 1998-Sep-03 00:00        63.182598  294.7499584   3.1653555
 1998-Oct-14 00:00        63.182350  128.8832612  -1.8877083
 1998-Nov-24 00:00        63.182893  295.4165879   2.5567954
 1999-Jan-04 00:00        64.183974  127.7842676  -1.3280182
 1999-Feb-14 00:00        64.185066  296.7779517   2.2708170
 1999-Mar-27 00:00        64.185634  128.0720239  -1.1924944
 1999-May-07 00:00        64.185413  296.0659055   1.8384320
 1999-Jun-17 00:00        64.184536  129.3812811  -0.4097715
 1999-Jul-28 00:00        64.183409  299.0106892   1.2725438
 1999-Sep-07 00:00        64.182553  127.2324223  -0.5028976
 1999-Oct-18 00:00        64.182382  298.3358231   1.0091307
 1999-Nov-28 00:00        64.182987  130.4574578   0.4311566
 2000-Jan-08 00:00        64.184092  300.5611575   0.2852546
 2000-Feb-18 00:00        64.185148  125.9627927   0.2151546
 2000-Mar-30 00:00        64.185636  301.2138874   0.0042405
 2000-May-10 00:00        64.185347  128.8242921   1.0367914
 2000-Jun-20 00:00        64.184426  302.2468214  -0.6928991
 2000-Jul-31 00:00        64.183313  126.6725153   1.1046968
 2000-Sep-10 00:00        64.182518  304.5816479  -0.9944675
 2000-Oct-21 00:00        64.182418  126.6326341   1.5033193
 2000-Dec-01 00:00        64.183091  304.6914796  -1.6796767
 2001-Jan-11 00:00        64.184211  127.1401508   1.9564849
 2001-Feb-21 00:00        64.185224  306.9231868  -1.9478835
 2001-Apr-03 00:00        64.185637  123.6248920   1.9642730
 2001-May-14 00:00        64.185265  307.7697102  -2.6353099
 2001-Jun-24 00:00        64.184314  126.8062428   2.6853344
 2001-Aug-04 00:00        64.183218  308.9934597  -2.8235741
 2001-Sep-14 00:00        64.182483  122.8748917   2.5089153
 2001-Oct-25 00:00        64.182467  311.2552191  -3.4342145
 2001-Dec-05 00:00        64.183193  125.7148379   3.2902402
 2002-Jan-15 00:00        64.184327  310.8836451  -3.6172622
 2002-Feb-25 00:00        64.185298  122.6715705   3.1246690
 2002-Apr-07 00:00        64.185630  313.5908436  -4.0679408
 2002-May-18 00:00        64.185192  123.4646301   3.7518738
 2002-Jun-28 00:00        64.184199  313.4594355  -4.3368088
 2002-Aug-08 00:00        64.183120  124.4802573   3.7892624
 2002-Sep-18 00:00        64.182448  315.0651832  -4.4617237
 2002-Oct-29 00:00        64.182506  122.5793620   4.1920390
 2002-Dec-09 00:00        64.183296  316.4153152  -4.8935749
 2003-Jan-19 00:00        64.184439  125.3991958   4.3245066
 2003-Mar-01 00:00        64.185368  315.4374928  -4.7533790
 2003-Apr-11 00:00        64.185631  122.7769292   4.6094817
 2003-May-22 00:00        64.185114  318.3560630  -5.1969451
 2003-Jul-02 00:00        64.184087  125.7839361   4.7478544
 2003-Aug-12 00:00        64.183020  316.3749278  -4.9438536
 2003-Sep-22 00:00        64.182406  125.3675519   4.9047146
 2003-Nov-02 00:00        64.182551  319.2027681  -5.2842866
 2003-Dec-13 00:00        64.183398  126.3350202   5.0607084
 2004-Jan-23 00:00        64.184551  317.3772749  -5.0215534
 2004-Mar-04 00:00        64.185434  127.7120161   5.0499909
 2004-Apr-14 00:00        64.185617  317.9940346  -5.2255841
 2004-May-25 00:00        64.185037  127.4792542   5.2288283
 2004-Jul-05 00:00        64.183971  318.9337354  -4.9851960
 2004-Aug-15 00:00        64.182923  130.4281798   4.9943273
 2004-Sep-25 00:00        64.182376  316.5035283  -5.0486340
 2004-Nov-05 00:00        64.182595  130.2021325   5.2213934
 2004-Dec-16 00:00        64.183505  319.5894802  -4.8257709
 2005-Jan-26 00:00        64.184659  132.2616426   4.7992623
 2005-Mar-08 00:00        64.185489  314.8796729  -4.8114234
 2005-Apr-18 00:00        64.185600  133.2445138   4.9471950
 2005-May-29 00:00        64.184950  318.0272630  -4.6127997
 2005-Jul-09 00:00        64.183864  134.2408635   4.4903100
 2005-Aug-19 00:00        64.182837  315.4608284  -4.4007974
 2005-Sep-29 00:00        64.182348  136.7672455   4.4237491
 2005-Nov-09 00:00        64.182647  315.6160984  -4.3946107
 2005-Dec-20 00:00        64.183602  136.8465325   4.0186605
 2006-Jan-30 00:00        65.184757  315.7211536  -3.9097899
 2006-Mar-12 00:00        65.185538  138.9738315   3.7583842
 2006-Apr-22 00:00        65.185573  312.9111296  -4.0835073
 2006-Jun-02 00:00        65.184873  139.9001673   3.3732042
 2006-Jul-13 00:00        65.183763  315.9682412  -3.3648016
 2006-Aug-23 00:00        65.182760  140.9618776   2.9680106
 2006-Oct-03 00:00        65.182332  312.1149951  -3.6214852
 2006-Nov-13 00:00        65.182693  143.3441270   2.5939551
 2006-Dec-24 00:00        65.183699  315.0763870  -2.8328962
 2007-Feb-03 00:00        65.184849  142.5017272   2.1086776
 2007-Mar-16 00:00        65.185579  312.2884140  -2.9531631
 2007-Apr-26 00:00        65.185549  145.2349029   1.7468676
 2007-Jun-06 00:00        65.184787  313.5721421  -2.3174879
 2007-Jul-17 00:00        65.183666  144.8580334   1.1498741
 2007-Aug-27 00:00        65.182690  314.4615944  -2.0358381
 2007-Oct-07 00:00        65.182319  146.3387313   0.9371962
 2007-Nov-17 00:00        65.182754  312.9687053  -1.7349700
 2007-Dec-28 00:00        65.183795  147.4054047   0.1454121
 2008-Feb-07 00:00        65.184940  315.6733645  -1.1012240
 2008-Mar-19 00:00        65.185618  145.9687178   0.1433991
 2008-Apr-29 00:00        65.185512  313.7915733  -0.9436071
 2008-Jun-09 00:00        65.184702  148.8761313  -0.7362587
 2008-Jul-20 00:00        65.183567  316.7467977  -0.1655306
 2008-Aug-30 00:00        65.182630  146.3740464  -0.7164395
 2008-Oct-10 00:00        65.182328  316.4398084  -0.0287058
 2008-Nov-20 00:00        65.182819  149.3232656  -1.4581062
 2008-Dec-31 00:00        65.183895  317.6174640   0.7470292
 2009-Feb-10 00:00        66.185019  146.5849594  -1.5730169
 2009-Mar-23 00:00        66.185637  319.0909526   0.9850155
 2009-May-03 00:00        66.185469  147.3587198  -1.9991967
 2009-Jun-13 00:00        66.184610  319.2723857   1.6608731
 2009-Jul-24 00:00        66.183479  147.9173981  -2.4674864
 2009-Sep-03 00:00        66.182585  321.9685397   1.9605269
 2009-Oct-14 00:00        66.182348  145.4018783  -2.4445364
 2009-Nov-24 00:00        66.182904  322.0256094   2.5576778
 2010-Jan-04 00:00        66.183993  148.2351176  -3.2038561
 2010-Feb-14 00:00        66.185089  323.8902438   2.8397770
 2010-Mar-27 00:00        66.185649  143.2552265  -2.9287040
 2010-May-07 00:00        66.185413  325.2809231   3.3931327
 2010-Jun-17 00:00        66.184523  146.5908336  -3.7039207
 2010-Jul-28 00:00        66.183391  326.0493212   3.6526298
 2010-Sep-07 00:00        66.182543  143.7477213  -3.5116389
 2010-Oct-18 00:00        66.182380  328.5897637   4.0179525
 2010-Nov-28 00:00        66.182989  144.3897744  -4.0934593
 2011-Jan-08 00:00        66.184101  328.5228062   4.3566110
 2011-Feb-18 00:00        66.185161  143.9249562  -4.0475563
 2011-Mar-31 00:00        66.185652  330.6788589   4.4933318
 2011-May-11 00:00        66.185355  141.8423691  -4.4133897
 2011-Jun-21 00:00        66.184424  331.6627723   4.9043578
 2011-Aug-01 00:00        66.183304  144.7559054  -4.5380317
 2011-Sep-11 00:00        66.182506  332.3313147   4.7825230
 2011-Oct-22 00:00        66.182412  141.3991338  -4.7047844
 2011-Dec-02 00:00        66.183091  334.7911814   5.2207871
 2012-Jan-12 00:00        66.184215  144.4285508  -4.8838690
 2012-Feb-22 00:00        66.185234  333.4596342   4.9641619
 2012-Apr-03 00:00        66.185651  141.9550215  -4.9548393
 2012-May-14 00:00        66.185278  336.4919456   5.2825525
 2012-Jun-24 00:00        66.184317  143.6125178  -5.1253343
 2012-Aug-04 00:00        67.183211  335.6137460   5.0368679
 2012-Sep-14 00:00        67.182472  144.6214010  -5.0430722
 2012-Oct-25 00:00        67.182460  337.0175828   5.1521478
 2012-Dec-05 00:00        67.183194  143.7357560  -5.2678580
 2013-Jan-15 00:00        67.184335  337.6369693   4.9382315
 2013-Feb-25 00:00        67.185307  146.2804259  -4.9897581
 2013-Apr-07 00:00        67.185639  336.1948144   4.9270822
 2013-May-18 00:00        67.185198  145.0374270  -5.2295418
 2013-Jun-28 00:00        67.184200  339.0665901   4.7061999
 2013-Aug-08 00:00        67.183118  147.9643450  -4.8029254
 2013-Sep-18 00:00        67.182443  335.9850918   4.5654715
 2013-Oct-29 00:00        67.182505  148.0770967  -4.9611039
 2013-Dec-09 00:00        67.183302  339.0012086   4.3969532
 2014-Jan-19 00:00        67.184444  149.3056270  -4.4919913
 2014-Mar-01 00:00        67.185372  335.6893748   4.1275271
 2014-Apr-11 00:00        67.185632  150.9438241  -4.4528323
 2014-May-22 00:00        67.185116  336.8649008   4.0605411
 2014-Jul-02 00:00        67.184091  151.2863919  -4.0616791
 2014-Aug-12 00:00        67.183024  337.0210156   3.5358754
 2014-Sep-22 00:00        67.182411  154.0123731  -3.7346827
 2014-Nov-02 00:00        67.182554  334.4020509   3.7097863
 2014-Dec-13 00:00        67.183400  154.2807243  -3.4440560
 2015-Jan-23 00:00        67.184554  336.9902404   2.9426802
 2015-Mar-05 00:00        67.185436  155.9342054  -2.9421897
 2015-Apr-15 00:00        67.185618  332.3115527   3.2327848
 2015-May-26 00:00        67.185037  157.4930167  -2.6384646
 2015-Jul-06 00:00        68.183975  335.7716128   2.4257392
 2015-Aug-16 00:00        68.182928  158.1050396  -2.0547610
 2015-Sep-26 00:00        68.182378  332.6471766   2.5246681
 2015-Nov-06 00:00        68.182598  160.7282679  -1.7426932
 2015-Dec-17 00:00        68.183508  333.5998466   1.9542250
 2016-Jan-27 00:00        68.184662  160.4001862  -1.0859854
 2016-Mar-08 00:00        68.185494  332.9598722   1.7137279
 2016-Apr-18 00:00        68.185602  162.4126198  -0.8169282
 2016-May-29 00:00        68.184949  331.6329801   1.4307400
 2016-Jul-09 00:00        68.183862  163.3481180  -0.0783603
 2016-Aug-19 00:00        68.182835  334.3399222   0.7690490
 2016-Sep-29 00:00        68.182349  163.6866086   0.0898932
 2016-Nov-09 00:00        68.182651  331.2517233   0.7937645
 2016-Dec-20 00:00        68.183608  166.1772633   0.9044269
 2017-Jan-30 00:00        69.184766  334.3193036  -0.0841494
 2017-Mar-12 00:00        69.185543  164.1781291   0.9862252
 2017-Apr-22 00:00        69.185572  332.3523673  -0.0735327
 2017-Jun-02 00:00        69.184865  167.2932746   1.7070554
 2017-Jul-13 00:00        69.183753  334.2791169  -0.8884245
 2017-Aug-23 00:00        69.182755  165.9124712   1.9565413
 2017-Oct-03 00:00        69.182333  335.1505208  -1.0490700
 2017-Nov-13 00:00        69.182702  167.3140631   2.3292865
 2017-Dec-24 00:00        69.183710  334.7252159  -1.6963994
 2018-Feb-03 00:00        69.184857  167.3005389   2.8419973
 2018-Mar-16 00:00        69.185582  337.1579074  -2.0003926
 2018-Apr-26 00:00        69.185544  165.6877852   2.8563416
 2018-Jun-06 00:00        69.184778  336.5789707  -2.5325783
 2018-Jul-17 00:00        69.183655  168.4331556   3.5800582
 2018-Aug-27 00:00        69.182682  339.2759127  -2.8894663
 2018-Oct-07 00:00        69.182319  164.8792520   3.3491664
 2018-Nov-17 00:00        69.182758  339.6234897  -3.3089463
 2018-Dec-28 00:00        69.183801  168.0627461   4.1077832
 2019-Feb-07 00:00        69.184946  340.8321658  -3.6611250
 2019-Mar-20 00:00        69.185620  164.0049863   3.8455128
 2019-Apr-30 00:00        69.185510  342.7591267  -3.9920546
 2019-Jun-10 00:00        69.184697  165.5624216   4.4161762
 2019-Jul-21 00:00        69.183556  343.1819621  -4.3537451
 2019-Aug-31 00:00        69.182617  165.3050641   4.3763450
 2019-Oct-11 00:00        69.182317  345.7426894  -4.4569016
 2019-Nov-21 00:00        69.182816  163.0510433   4.6430050
 2020-Jan-01 00:00        69.183900  346.1383767  -4.8940719
 2020-Feb-11 00:00        69.185027  165.2365292   4.7537664
 2020-Mar-23 00:00        69.185645  347.6359017  -4.7868688
 2020-May-03 00:00        69.185471  160.9674133   4.8497948
 2020-Jun-13 00:00        69.184603  349.5077640  -5.2041472
 2020-Jul-24 00:00        69.183464  164.4976262   5.0318505
 2020-Sep-03 00:00        69.182565  349.7114430  -4.9785344
 2020-Oct-14 00:00        69.182330  161.4748586   4.9898334
 2020-Nov-24 00:00        69.182895  352.4481923  -5.2562436
 2021-Jan-04 00:00        69.183996  162.9178486   5.2001923
 2021-Feb-14 00:00        69.185101  351.7108697  -5.0214691
 2021-Mar-27 00:00        69.185658  162.1535653   5.0494597
 2021-May-07 00:00        69.185416  353.9388632  -5.1032128
 2021-Jun-17 00:00        69.184515  161.4871252   5.2712769
 2021-Jul-28 00:00        69.183375  354.6657817  -4.9159177
 2021-Sep-07 00:00        69.182525  164.1395651   4.9542505
 2021-Oct-18 00:00        69.182360  354.6645460  -4.7866266
 2021-Nov-28 00:00        69.182976  161.7038699   5.2184232
 2022-Jan-08 00:00        69.184097  357.0420293  -4.6157781
 2022-Feb-18 00:00        69.185163  164.7140054   4.7541692
 2022-Mar-31 00:00        69.185659  354.6985755  -4.3885490
 2022-May-11 00:00        69.185360  163.2750615   4.9477673
 2022-Jun-21 00:00        69.184423  358.0043795  -4.2020288
 2022-Aug-01 00:00        69.183297  165.3251235   4.4819423
 2022-Sep-11 00:00        69.182492  356.0118067  -3.8308940
 2022-Oct-22 00:00        69.182395  166.4191833   4.4164038
 2022-Dec-02 00:00        69.183072  357.3791191  -3.7591156
 2023-Jan-12 00:00        69.184198  166.3552771   4.0700366
 2023-Feb-22 00:00        69.185228  356.8190085  -3.2005606
